Author_ID,Author_Name,Author_Affiliation,Author_Citations,Author_Documents_number,H-index,FWCI,Co_Authors_IDs,Co_authors_Names
55201442200,"Nayyar, Anand",Da Nang - Viet Nam,8623,402,49,3.37,"['56565521700', '56080856400', '55634757100', '55823331700', '55994501500', '55844199200', '57189377230', '55233800700', '57189066689', '35146472800', '18134802000', '55532081600', '56576145100', '8971732400', '57188637032', '57191336681', '57170217300', '57219338393', '57078338100', '58857435600', '46161409600', '58090397100', '56701439200', '57189293481', '58680152000', '36661792200', '56718788600', '57191855668', '55819752700', '57214355735', '56487545300', '56600071500', '36562669800', '56580449600', '55441429900', '57193499468', '35786494200', '56910235600', '58306930000', '36088700700', '36761247300', '56538741200', '55355204000', '57215595072', '55582074800', '55201442200', '57091357900', '57223694907', '59311514600', '26664347500', '56419639200', '20336944100', '56500521200', '57204909491', '36052424200', '57189093819', '57203872533', '57222710356', '55573559000', '57191496789', '56524653700', '57210392587', '57198250041', '57294856600', '55062577500', '55050821600', '59031694100', '35107550600', '57208885377', '17338820600', '57201195237', '57211929482', '57189497709', '54790740400', '58681113900', '56562681700', '57214148378', '57204093522', '55532656600', '25930566300', '56647808100', '13408062900', '55255409400', '55645150800', '56160495800', '57191431294', '56644760900', '57201849165', '57197068167', '57202898178', '56905448400', '16744112800', '57188978923', '57209224750', '55549655700', '57192974415', '57281125800', '55843534400', '56330335100', '56673179600', '55030773200', '56353223300', '57213300249', '57211441130', '57190347051', '57188831747', '57210434297', '56421825100', '56438928900', '56519461300', '57214355671', '26423434700', '36601294900', '56435673200', '57190490422', '56884774100', '55605761930', '56780201500', '56640907600', '55547442100', '55512818700', '55008038000', '57309227700', '57214387459', '55765379100', '56650522400', '24474780100', '57220907116', '57215085805', '57207511333', '57202126597', '57216161644', '55553737066', '57206866080', '57202704922', '57207116989', '37048676200', '57189042582', '56599752300', '36669434100', '57193786187', '56281177500', '57221012589', '57193826444', '24767237300', '26422996300', '35293201200', '56352424100', '56517666100', '7006457163']","['Mohamed Abouhawwash', 'Osama Bin Rizwan', 'Daehan Kwak', 'Azees Maria', 'Rishi Dewan', 'Divneet Singh Kapoor', 'Bandana Mahapatra', 'Shaker H.Ali El–Sappagh', 'Sushruta Mishra', 'Debasis Mohapatra', 'Sanjeevikumar Padmanaban', 'Sourav Kumar Bhoi', 'Sudeep Tanwar', 'Yunyoung Nam', 'Ghanshyam Lohit Singh', 'Truong Van Truong', 'Rohit Kumar Sachan', 'Priyal Sobti', 'K. P. Swain', 'V. Ajantha Devi', 'Preeti Nagrath', 'Mohd Asif Shah', 'Kiran Jot Singh', 'Saad Motahhir', 'V. Harish', 'Alazab, Mamoun', 'Akshi Kumar', 'Khushal Thakur', 'Lamia Chaari Chaari Fourati', 'Anshul Sharma', 'Gaurav Pareek', 'Jai Prakash Verma', 'Arun Solanki', 'Mamoona Humayun', 'Neelu Jyothi Ahuja', 'Yousef Farhaoui', 'Srinivas Sethi', 'G. Suseendran', 'Sudarshan Kumar Jain', 'N. Z. Jhanjhi', 'Amit Kant Pandit', 'Vinod Kumar Menaria', 'Rajib Banerjee', 'Ankit Garg', 'Obed Majeed Ali', 'Nayyar, Anand', 'Kshira Sagar Sahoo', 'Mohd Naved', 'Devi Rajeev', 'Said Agoujil', 'Raja Majid Mehmood', 'Fadi M. Al-Turjman', 'Jafar Ahmad Abed Alzubi', 'Ameer L. Saleh', 'Prasenjit Choudhury', 'Vikram Puri', 'Justyna Żywiołek', 'Sankar Sennan', 'Hitesh N. Panchal', 'Ashish Kumar', 'Joanna Rosak-Szyrocka', 'Parminder Singh', 'Saurabh Pal', 'S. Remya', 'Jitendra B. Bhatia', 'Balusamy Balamurugan', 'Pradeep Kumar Singh', 'Rajni Mohana', 'Salam J. Yaqoob', 'Md Mehedi Masud', 'Somula Ramasubbareddy', 'Rajalakshmi Krishnamurthi', 'P. D.R. Vijayakumar', 'Kiran Ahuja', 'Pijush Kanti Dutta Pramanik', 'Muhammad Bilal', 'Naseer T. Alwan', 'El Arbi El Abdellaoui Alaoui', 'Sanjaya Kumar Panda', 'Joel J.P.C. Rodrigues', 'Simar Preet Singh', 'May El Barachi', 'Meenu Satyanarayana Gupta', 'Rukhsar Zafar', 'Dipak P. Patil', 'Tushar Hrishikesh Jaware', 'Sanjeevi Pandiyan', 'Manoj Pawan Kumar', 'Sandeep Kumar', 'Anuj Kumar Singh', 'Ashish Kr Luhach', 'Adarsh Kumar', 'Abhirup Khanna', 'Shubham Mahajan', 'Sudhanshu Tyagi', 'G. Rajesh', 'Saurabh Singh', 'Rajendra Prasad Nayak', 'Bhaskor J. Bora', 'Ran Liu', 'Gopinath Palai', 'Simrann Arora', 'Inderpal Singh', 'Kriti Sharma', 'Girraj S. Sharma', 'Prathamesh P. Churi', 'Rashid Ali', 'Geeta Rana', 'Le Dac-Nhuong', 'Mustafa Musa Jaber', 'Aman Sharma', 'Akash Tayal', 'Le Hoang Son', 'Malti Rani', 'Sandeep Vyas', 'Rajesh Kumar Dhanaraj', 'Subhankar Das', 'Yassine, Maleh', 'Nitin Mittal', 'Aditya Tandon', 'Kishor Vinayak Bhadane', 'Sarfraz Nawaz Brohi', 'Rajeshwar Singh', 'Rachna Jain', 'Varun G. Menon', 'Anand Paul', 'Dac Binh Ha', 'Ashish Sharma', 'Stéphane Cédric Koumetio Tekouabou', 'Indu Bala', 'Nhu Gia Nguyen', 'Van Truong Truong', 'Rajesh Bhuvanesh Kumar', 'Neerai Satish Kumar', 'Ashima Kukkar', 'Saurabh Raj Sangwan', 'Sandip Kumar Chaurasiya', 'Anju Sharma', 'Piyush Kumar Shukla', 'Pradeep Tomar', 'Chandra Sekhar Mishra', 'Bhopendra Singh', 'Akash Gupta', 'Jehad F. al-Amri', 'Urvinder Singh', 'Eklas Hossain', 'Basit I. Qureshi', 'Rajani Kumari', 'Avinash Kaur', 'Kysungsup Kwak']"
58759181900,"Ridani, Mohamed",Morocco,1,3,1,0.28,"['46161208600', '36801042000', '14060048400', '58759181900']","['Noreddine, Gherabi', 'Mohamed, Amnai', 'Youssef, Fakhri', 'Ridani, Mohamed']"
57351081900,"Jawad, Mohammed Rasool",Iraq,18,3,2,1.2,"['57192374841', '57375742600', '57351199300', '57219255472', '57453819900', '57216892499', '57454149100', '57351081900', '57208816657', '57722956800']","['Amean A. Yasir', 'Faris Ali Jasim Shaban', 'Qasim, Maysaloon Abed', 'Jaleel, Refed Adnan', 'Bahaulddin Nabhan Adday', 'Cazzato, Gerardo', 'Ali Talib Mansoor Al-Masoodi', 'Jawad, Mohammed Rasool', 'Maher Abdul Zahra, Musaddak Maher', 'Kapula, Prabhakara Rao']"
57442199600,"Sabouri, Zineb",Morocco,69,10,5,3.02,"['46161208600', '36801042000', '46061374500', '58491964000', '57436300200', '58536629900', '56780201500', '57215026603', '57442199600']","['Noreddine, Gherabi', 'Mohamed, Amnai', 'Nasri, Mohammed', 'Moustati, Imane', 'Mhammedi, Sajida', 'El Massari, Hakim', 'Yassine, Maleh', 'Ghandi, Hamza', 'Sabouri, Zineb']"
57209098229,"Naqvi, Muhammad Raza",France,263,32,10,1.3,"['57188758524', '57250279500', '57219541472', '57639634200', '57207487100', '57384535400', '59297552400', '57226797214', '12544631000', '57518502000', '57220813499', '35435491200', '57225433365', '57215281535', '58282416100', '36473557200', '56135192500', '57202892694', '57527338100', '57189443247', '57209098229', '6603795125', '57454200400', '6602479384', '24175942800', '57205031129', '57453771300', '58536629900', '56085516500', '57208205226', '7501394023', '57353121900', '46161208600', '59242387200', '57216415483', '57436300200', '57202835839', '56417283500', '57194948912', '57533573100', '35617849900', '57205601060', '57190971022', '57215349600', '55938414700', '24922487300', '56007671300', '57225455211', '57209916514', '56948778000', '57277132300', '56285534900', '24823878100', '35732008400', '57192160630', '57220501487', '23003485300', '26654126000', '8933789200', '56016735800', '55313448100', '57220847094', '57215026603', '57208926725', '57203430693', '56954853200', '57979214600', '56452459100', '55965233800', '57189091795']","['Toqir A. Rana', 'Abdul Rehman Shafqat', 'Ahmed Tawhid Soliman', 'Muhammad Usman Ashraf', 'Muhammad Mansoor Ahmed', 'Serge Sonfack Sounchio', 'S. Vikram Singh', 'Muhammad Adnan Khan', 'Farhad Ameri', 'Muhammad Aqeel', 'Babar Ayub Khan', 'Shahzada Khurram', 'Muhammad Mohsin Saeed', 'Madeeha Gul', 'Muhammad Usman Tahir', 'Mohamed Hedi Karray', 'Muhammad Shehzad Aslam', 'Muhammad Nadeem Akhtar', 'Mehreen Junaid', 'Keshav Kaushik', 'Naqvi, Muhammad Raza', 'Duśan N. Šormaz', 'Sana Mazhar', 'Khaled A. Shuaib', 'Cédrick Béler', 'Muhammad Rizwan Ullah', 'Shawwal Rasheed', 'El Massari, Hakim', 'Arkopaul Sarkar', 'Khawaja Sarmad Arif', 'Jin-ghoo Choi', 'Faheem Ullah Khan', 'Noreddine, Gherabi', 'Muhammad Husnain Sajjad', 'Muhammad Azeem Shera', 'Mhammedi, Sajida', 'Zulfiqar Ali', 'Abbas Khalid', 'Muhammad Waseem Iqbal', 'Muhammad Tahir Mushtaq', 'Taeg Keun Whangbo', 'Linda Elmhadhbi', 'Gunjan Chhabra', 'Maryam Al-Thawadi', 'Bernard Archimède', 'Bahaj, Mohamed', 'Hadda Ben Elhadj', 'Daniyal Ahmed', 'Shafiq Ahmad', 'Muhammad Imtiaz Shafiq', 'Maira Kamran', 'Nadeem Ahmad', 'Khalid Alsubhi', 'Syed Khuram Shahzad', 'Hani Moaiteq Abdullah AlJahdali', 'Amjad Farooq', 'Mamoun Adel Awad', 'Muhammad Arfan Jaffar', 'Maria Fasli', 'Laurent Geneste', 'Mehtab Afzal', 'Marium Malik', 'Ghandi, Hamza', 'Tabbasum Naz', 'Sina Namaki Araghi', 'Natash Ali Mian', 'Farrukh Muneem', 'Muhammad Awais Mohd Arif', 'Farag M. Sallabi', 'Da Xu']"
46061374500,"Nasri, Mohammed",Morocco,32,8,4,1.64,"['46061374500', '36801042000', '56287851900', '58491964000', '57638090100', '57436300200', '36781849300', '16642148000', '58536629900', '8960238100', '14054072000', '57442199600']","['Nasri, Mohammed', 'Mohamed, Amnai', 'Jaafar, Younes', 'Moustati, Imane', 'Saadi, Mostafa', 'Mhammedi, Sajida', 'Abouenour, Lahsen', 'Bouzoubaa, Karim', 'El Massari, Hakim', 'Rosso, Paolo', 'Kabbaj, Adil', 'Sabouri, Zineb']"
58536629900,"El Massari, Hakim",Morocco,124,22,8,2.5,"['57209098229', '46161208600', '36801042000', '46061374500', '58491964000', '57638090100', '57436300200', '58536629900', '57215026603', '58532702900', '24922487300', '57442199600']","['Naqvi, Muhammad Raza', 'Noreddine, Gherabi', 'Mohamed, Amnai', 'Nasri, Mohammed', 'Moustati, Imane', 'Saadi, Mostafa', 'Mhammedi, Sajida', 'El Massari, Hakim', 'Ghandi, Hamza', 'El-Badaoui, Maria', 'Bahaj, Mohamed', 'Sabouri, Zineb']"
14060048400,"Youssef, Fakhri",Morocco,538,122,11,0.57,"['36801042000', '58759107400', '36677389800', '57202210245', '56288109100', '55343479600', '56499479100', '14060048400', '57219665366', '57203220645', '35174152300', '55638826300', '23489278800', '6602772602', '57204703449', '57367883400', '55497629100', '57208868670', '57436409900', '55497760100', '55378420100', '58140509000', '57462234200', '56957872400', '26533947700', '55631606700', '58882093000', '57211477246', '58770148100', '57192294868', '55684387700', '57217143524', '58552379300', '57203223439', '46161208600', '57436520200', '57211470076', '6507854330', '57209393631', '58759115600', '57194679033', '57201973940', '6506414245', '58028132700', '57204704075', '57191251330', '58759181900', '24528207200', '57211468424', '55934937100', '57216956138', '57203225556', '57190983734', '6603617178', '57201260590', '6603598569', '55920504100', '58028213900', '57191977388', '6506801158', '23396004000', '57216950736', '57188881365', '57218899003', '14521010300', '58028297400', '56606818100', '6701800902', '25641355600', '56288727200', '57191984361', '57214779722', '57205401977', '58919668800', '57606352600', '6602263599', '58571621700', '58759056000', '35588784300', '25640578300', '57197856121', '55670090600', '57215898626', '58759159700', '33267990700', '57205405082', '57217048394', '58571369600', '57218442634', '15050876400']","['Mohamed, Amnai', ""Mohamed M'Haouach"", 'Jalal Laassiri', 'Mohammed LAHLIMI', 'Samira El Margae', 'Othmane Alaoui-Fdili', 'Amel Barich', 'Youssef, Fakhri', 'Mustapha Ezzaki', 'Khalid Hafed', 'Said Ei El Abdellaoui', 'Ali Jorio', 'Younes Lakhrissi', 'Patrick Corlay', 'Younes Hamzaoui', 'S. Elhakmi', 'Hicham Touil', 'A. Elkhoumri', 'Mohammed Sbai El Idrissi', 'Benattou Mohammed', 'Choukri, Ali', 'El Moudden, Tarik', 'Mohammed Elaroussi', 'El Aroussi Mohamed', 'Badraddine Aghoutane', 'Mohamed Reda El Farouki', 'Aniss Qostal', 'Zineb Remch', 'D. Benammi', 'Moulay Hicham Hanin', 'Josep Vidal', 'Mouna Hannaoui', 'Hamza Nouib', 'Khadija Sellamy', 'Noreddine, Gherabi', 'Yves Frédéric Ebobissé Djéné', 'Anouar Lechhab', 'Mohamed Larbi Kerkeb', 'Fatima Zahra Chafi', 'Hasnae Briouya', 'Hassane Jarar Oulidi', 'Youssef NaitMalek', 'Samira Khoulji', 'Ali, Choukri', 'B. El Bhiri', 'Yassine Tazouti', 'Ridani, Mohamed', 'Mohamed El Aroussi', 'Aziz Babounia', 'Mehdi Najib', 'Ahmed Remaida', 'Hicham Jamil', 'Thomas Deregnaucourt', 'Benayad Nsiri', 'Sana Akourmis', 'François Xavier Coudoux', 'Siham Boualknadel', 'Mouad Choukhairi', 'Khadija Slimani', 'Bouabid El Mansouri', 'Mohamed Bakhouya', 'Abdellaoui Benyoussef', 'Aniss Moumen', 'Elbaghazaoui, Bahaa Eddine', 'Ilham Amezzane', 'El Abassi Merieme', 'Moulay Driss Rahmani', 'Driss Aboutajdine', 'Mounir Ait Kerroum', 'Berraho Sanae', 'S. Bourekkadi', 'Sarah Hadri', 'Asmae Lamsaf', 'M. Boujarra', 'Ismail Zrigui', 'Pierre Martin Tardif', 'Jaafar Abouchabaka', 'Marouane Zaizoune', 'Merouane Debbah', 'Aboutajdine Driss', 'Amine Amraoui', 'Younes Karfa Bekali', 'Ouail El Imrani', 'Asmae Briouya', 'Ouadoudi Zytoune', 'Mounir Aitkerroum', 'Sabri Zineb', 'Adnane Al Karkouri', 'Saad Ennima', 'Chafik Samir']"
55375639800,"Marzouk, Abderrahim",Morocco,88,17,7,0.74,"['55612085000', '46161208600', '55917205200', '55375639800', '56606958500', '57200588162', '56641629800', '35606387000', '57195737009']","['Mohamed Moughit', 'Noreddine, Gherabi', 'Mahmoud El Hamlaoui', 'Marzouk, Abderrahim', 'Adil Maarouf', 'Abdelkrim Haqiq', 'Bouchra El Qacimy', 'Patrick Dehornoy', 'Daoui, Abdelhadi']"
58532702900,"El-Badaoui, Maria",Morocco,1,2,1,0.18,"['46161208600', '55862014200', '56612073200', '58536629900', '56902556100', '58532702900', '57190337809']","['Noreddine, Gherabi', 'Mohammed Boutalline', 'Hassan Faouzi', 'El Massari, Hakim', 'Hamid Ouanan', 'El-Badaoui, Maria', 'Adil Tannouche']"
57195737009,"Daoui, Abdelhadi",Morocco,17,5,2,0.11,"['46161208600', '56589956300', '57195737009']","['Noreddine, Gherabi', 'Elhassan Zerouali', 'Daoui, Abdelhadi']"
55387194000,"Addakiri, Khaoula",Morocco,8,8,2,0.0,"['55581669200', '46161208600', '24922487300']","['Hajar Khallouki', 'Noreddine, Gherabi', 'Bahaj, Mohamed']"
57841730800,"Qanouni, Fatima",Morocco,36,7,3,4.63,"['46161208600', '58491964000', '57436300200', '58536629900', '57215026603', '58532702900', '24922487300', '57442199600']","['Noreddine, Gherabi', 'Moustati, Imane', 'Mhammedi, Sajida', 'El Massari, Hakim', 'Ghandi, Hamza', 'El-Badaoui, Maria', 'Bahaj, Mohamed', 'Sabouri, Zineb']"
46161208600,"Noreddine, Gherabi",Morocco,200,56,9,1.43,"['36801042000', '57351199300', '56136357300', '56780201500', '55201442200', '58759181900', '57351081900', '57442199600', '57209098229', '46061374500', '58536629900', '14060048400', '55375639800', '58532702900', '57195737009', '55387194000', '57841730800', '46161208600', '55549675500', '15051591100', '58491964000', '57436300200', '58064806000', '57219255472', '9272095700', '57208816657', '24922487300', '57218899003', '57207796935', '55378420100', '58140509000', '42961080300', '57209138326', '36661792200', '57638090100', '58028132700', '57215026603', '57216892499', '8578949200', '57198732618', '57722956800']","['Mohamed, Amnai', 'Qasim, Maysaloon Abed', 'Pandey, Shailesh Mani', 'Yassine, Maleh', 'Nayyar, Anand', 'Ridani, Mohamed', 'Jawad, Mohammed Rasool', 'Sabouri, Zineb', 'Naqvi, Muhammad Raza', 'Nasri, Mohammed', 'El Massari, Hakim', 'Youssef, Fakhri', 'Marzouk, Abderrahim', 'El-Badaoui, Maria', 'Daoui, Abdelhadi', 'Addakiri, Khaoula', 'Qanouni, Fatima', 'Noreddine, Gherabi', 'Karras, Dimitrios Alexios', 'Gherabi, Abdellatif', 'Moustati, Imane', 'Mhammedi, Sajida', 'Aouragh, Abd Allah', 'Jaleel, Refed Adnan', ""Tawalbeh, Lo'Ai Ali"", 'Maher Abdul Zahra, Musaddak Maher', 'Bahaj, Mohamed', 'Elbaghazaoui, Bahaa Eddine', 'Chamkar, Samir Achraf', 'Choukri, Ali', 'El Moudden, Tarik', 'Awad, Ali Ismail', 'Chamkar, Achraf Samir', 'Alazab, Mamoun', 'Saadi, Mostafa', 'Ali, Choukri', 'Ghandi, Hamza', 'Cazzato, Gerardo', 'Abd-El-Latif, Ahmed A.', 'Yadav, Sanjay', 'Kapula, Prabhakara Rao']"
55549675500,"Karras, Dimitrios Alexios",Greece,1853,234,17,5.23,"['49962985800', '56136357300', '12242972500', '57202819901', '15623280100', '56578810000', '57191288198', '57212744213', '6701762710', '15070610700', '25924952800', '21739842000', '57200879822', '14123602300', '55797185300', '36052693100', '57191614637', '57198284286', '36550811200', '55143826300', '57219989502', '56718788600', '6701598481', '57195197233', '7407757132', '57192096689', '57200187572', '23500010800', '36802776600', '57219507219', '57198732618', '35838607300', '39161832500', '57194148326', '25722536800', '53866798700', '57205843182', '8395044600', '57248574400', '55006715800', '35509593100', '23097725600', '7003351780', '57209471480', '57201739075', '35811883100', '50862407700', '46161208600', '55014832400', '57220083932', '56770552100', '57221304054', '7005158816', '57197477591', '57214235861', '58279403600', '22735800300', '56785971400', '55812946500', '56005621800', '57188985724', '23397142100', '36716324100', '36951616300', '21933508600', '57189897900', '55813764500', '24337339000', '6508384609', '57216297967', '57208210764', '25921444300', '57189499003', '57210288882', '58556605100', '57197773504', '26642991300', '6506017945', '57200615594', '6602121632', '55513716200', '35616463900', '55811631600', '6603131352', '57223692641', '6701864567', '57211870376', '36711561000', '35072393700', '57461623200', '57205731557', '55996452400', '35477466300', '21739917800', '57202920389', '57222903608', '57203044879', '36682609800', '7005448427', '57208552860', '9245331900', '24779840400', '57222381698', '6603967427', '56212815900', '7004880389', '7004053995', '15078567500', '57211558144', '57213165616', '56212971100', '6508286517', '55801314300', '56538087400', '7005877653', '7004909153', '56316061200', '57189587485', '55578559100', '14060879200', '57133040500', '55549675500', '12242670700', '6602518782', '57555019000', '55856761900', '57209750061', '57222224631', '57219902871', '57220805842', '6603542483', '24479779700', '24375118700', '55746393600', '6701667971', '6603031837', '6603284049', '37013106700']","['Karin Bernsmed', 'Pandey, Shailesh Mani', 'Sofoklis Samartzidis', 'Deepsubhra Guha Roy', 'Faisal Shafique Butt', 'Donald Elmazi', 'Nicholas E. Protonotarios', 'Gulzar Izar Ahmad', 'Stavros J. Varoufakis', 'Abdulsalam G. Alkholidi', 'Basilis G. Gatos', 'Charalampos N. Moschopoulos', 'Vivek Parashar', 'George B. Mertzios', 'Mihalis E. Zervakis', 'Gregory Epiphaniou', 'Sharath R.Mahadeva Prasanna', 'Chaya Narayan', 'Efstratios D. Tsougenis', 'Tianshun Gao', 'Harsha Vardhan Gandhodi', 'Akshi Kumar', 'Isaac Elias Lagaris', 'Kode Srividya', 'Wuqiang Qiang Yang', 'Ramgopal Kashyap', 'S. Phani Praveen', 'Vasileios G. Stamatopoulos', 'Stergios G. Tsiafoulis', 'Awal Halifa', 'Yadav, Sanjay', 'George E. Antoniou', 'Nicholas D. Matragkas', 'Mohammed Dighriri', 'Dietmar Frey', 'Congru Liu', 'V. S. Saravanan', 'Diana Maria Sima', 'Sita Rani', 'S. Sindhura', 'Etienne E. Kerre', 'Evangelos G. Karakasis', 'Nicolaos Gaitanis', 'Priti Verma', 'Ismail Kakaravada', 'Betim Cico', 'Panagiotis K. Sotiropoulos', 'Noreddine, Gherabi', 'Chandra Kumar Dixit', 'Gilder Cieza Altamirano', 'Shubhi Jain', 'Amena Mahmoud', 'Michael N. Vrahatis', 'E. Popa', 'Ahmed Alemran', 'Jitendra Kumar', 'Jaroslav Zendulka', 'Hemaid E. Alsulami', 'Tri T. Quang', 'Enriko Ceko', 'I. Tsatrafyllis', 'Martin Gilje Jaatun', 'Alexander A. Filippou', 'Malaya Kumar Kumar Hota', 'Angelos A. Amanatiadis', 'Ermeng Joo', 'Aditi Deshpande', 'Savvas A. Chatzichristofis', 'P. E. Tziannos', 'Amarendra Pratap Singh', 'Surabhi Saxena', 'Imran Ali Khan', 'Shahid Ullah', 'A. Madhuri', 'Alex Khang', 'Ioannis Rallis', 'George D. Magoulas', 'Michalis P. Hanias', 'M. Sakthivel', 'Martin Reczko', 'Tannaz Farrahi', 'Rallis Constantine Papademetriou', 'Moutushi Singh', 'Nicholas C. Paritsis', 'V. Suresh Kumar', 'Danielle Graveron-Demilly', 'Ekta Dixit', 'Rance J. DeLong', 'Stavros P. Adam', 'Shashi Kant Gupta', 'S. Annamalai', 'Ravindra Pratap Singh', 'Ioannis G. Vlachonikolis', 'Sophia A. Kossida', 'Nabil Moukafih', 'Suhail H. Serbaya', 'George C. Giakos', 'Konstantinos Koskinas', 'Konstantina S. Nikita', 'A. Suresh Kumar', 'M. Panayotou', 'A. Rizwan', 'Kapil Shrivastava', 'Dimitris K. Iakovidis', 'Ronald de Beer', 'Matteo Pastorino', 'Kamal A.F. Moustafa', 'Panayotis M. Papazoglou', 'Ilias Chalvatzis', 'Muhammad Saleem', 'Dirk van Ormondt', 'Ioannis M. Dokas', 'Daisy Tang', 'K. Sheela Sobana Rani', 'Basil G. Mertzios', 'Stavros J. Perantonis', 'E. J. Hatzakis', 'Mohd Zaid Bin Abdullah', 'Shailendra Tahilyani', 'George A. Papakostas', 'S. Deva Kumar', 'Karras, Dimitrios Alexios', 'Vasilios Pasias', 'Yiannis S. Boutalis', 'Bhadrappa Haralayya', 'Vishal Jagota', 'Puja Das', 'Marlon Martin Mogollón Taboada', 'Anil Audumbar Pise', 'Suman Shrestha', 'Stavros A. Karkanis', 'A. Kishore Kumar', 'Zenon S. Starčuk', 'Zoran Majkic', 'Dimitris Maroulis', 'Dimitrios C. Panagiotakopoulos', 'Vasilios C. Zorkadis', 'Kayhan Zrar Ghafoor']"
15051591100,"Gherabi, Abdellatif",Canada,9,6,2,0.0,"['46161208600', '7006702247', '6701901914', '7004325074', '55932121800', '6603678103', '24922487300']","['Noreddine, Gherabi', 'Henri H. Arsenault', 'Normand Beaudoin', 'Pascuala Garcia-Martinez', 'Carlos Ferreira', 'Serge Gauvin', 'Bahaj, Mohamed']"
58491964000,"Moustati, Imane",Morocco,8,5,2,1.23,"['46161208600', '36801042000', '46061374500', '58491964000', '57638090100', '57436300200', '58536629900', '57215026603', '57442199600']","['Noreddine, Gherabi', 'Mohamed, Amnai', 'Nasri, Mohammed', 'Moustati, Imane', 'Saadi, Mostafa', 'Mhammedi, Sajida', 'El Massari, Hakim', 'Ghandi, Hamza', 'Sabouri, Zineb']"
57436300200,"Mhammedi, Sajida",Morocco,119,20,8,2.67,"['57209098229', '46161208600', '36801042000', '46061374500', '8517727500', '58491964000', '57436300200', '58536629900', '57217019734', '57215026603', '57205229957', '24922487300', '57442199600']","['Naqvi, Muhammad Raza', 'Noreddine, Gherabi', 'Mohamed, Amnai', 'Nasri, Mohammed', 'Cherki Daoui', 'Moustati, Imane', 'Mhammedi, Sajida', 'El Massari, Hakim', 'Imane Chakour', 'Ghandi, Hamza', 'Mohamed Baslam', 'Bahaj, Mohamed', 'Sabouri, Zineb']"
58064806000,"Aouragh, Abd Allah",Morocco,16,11,2,2.23,"['46161208600', '24922487300', '57189489609']","['Noreddine, Gherabi', 'Bahaj, Mohamed', 'Toufik Fouad']"
57219255472,"Jaleel, Refed Adnan",Iraq,185,33,8,1.38,"['57222991842', '57201552812', '57224457527', '57679268300', '57196410581', '57205482293', '57204171230', '57351199300', '57208662511', '57732235500', '57803246600', '57224454525', '36238867400', '57986229000', '57410296200', '57351081900', '57204455564', '57220075268', '57226834502', '57218380661', '57925959400', '57453819900', '58089609900', '58978339100', '56156773800', '57715610800', '57204283950', '46161208600', '56497898900', '57375742600', '57220475191', '57204559170', '58093714600', '57212074669', '57195380909', '57203723559', '57219255472', '57421486700', '57833337700', '59172892000', '57222340716', '58561031000', '57208816657', '57209203030', '57921118400', '57226851456', '58246357900', '57578623600', '57190287197', '36183835600', '57291201100', '57893636800', '58942171000', '57216892499', '57222340775', '55078757100', '57722956800']","['Firas H. Almukhtar', 'Ibrahim Rizqallah Alzahrani', 'Batool Abd Alhade', 'Ebtehal Akeel Hamed', 'Wasim Jamshed', 'Hamza Mohammed Ridha Al-Khafaji', 'Zainab N. Al-Qudsy', 'Qasim, Maysaloon Abed', 'Ammar Abdulrahman Ahmed', 'Guedri Kamel', 'Saba Dhey Abed', 'Zainab Kadhm Obeas', 'Nahla Ibraheem Jabbar', 'Khalid Fanoukh Al Oweidi', 'Rawaa Hamza Ali', 'Jawad, Mohammed Rasool', 'Usman,', 'Zainab Mahmood Fadhil', 'Korakod Tongkachok', 'Ahmed Mahdi Salih', 'Elsayed Mohamed Tag-Eldin', 'Bahaulddin Nabhan Adday', 'Inas Ismael Imran', 'Asmaa Abbas Ajwad', 'Inass Shahadha Hussein', 'Zahraa Hussein', 'Mohammed Hasan Aldulaimi', 'Noreddine, Gherabi', 'Iman Mohammed Burhan', 'Faris Ali Jasim Shaban', 'Talib M.J. Abbas', 'Nidaa Ghalib Ali', 'Saleh Al Sulaie', 'Tarek Ismail Mohamed', 'Muhaned Al-Hashimi', 'B. Shankar Goud', 'Jaleel, Refed Adnan', 'Mohanad Ahmed Salih', 'Katy D. Ahmad', 'Inas Ismael Imran', 'Zainab Taha Jebur', 'Noor Mezher Sahab', 'Maher Abdul Zahra, Musaddak Maher', 'Sarah Jalal Jalal Mosa', 'S. Obaid Jameel', 'Asraa Safaa Ahmed', 'Qusay Abboodi Ali', 'Noor M. Allayla', 'Imran Ullah', 'Siti Suzilliana Putri Mohamed Isa', 'Samrat Ray', 'Shymaa Mohammed Jameel', 'Farah Nazar Ibraheem', 'Cazzato, Gerardo', 'Sura Khalil Ibrahim', 'Murtadha Mohammad Hamad', 'Kapula, Prabhakara Rao']"
